mal_id,mean_score_reco,max_score_reco,min_score_reco,mean_members_reco,max_members_reco,min_members_reco
41456,7.299473684210526,8.44,6.47,804361.1052631579,2513139.0,148098.0
41457,7.675882352941177,9.02,2.88,924602.9264705882,4230312.0,5455.0
41461,6.93,6.93,6.93,80516.0,80516.0,80516.0
41463,5.476666666666667,6.17,5.05,14170.666666666666,35405.0,3064.0
41466,5.97,5.97,5.97,20962.0,20962.0,20962.0
41467,7.985833333333333,8.73,6.15,1843012.1666666667,3323322.0,76186.0
41468,7.5515384615384615,8.05,6.76,490809.76923076925,2134926.0,3679.0
41487,7.5600000000000005,7.9,7.22,1114626.0,1713019.0,516233.0
41491,7.48,7.48,7.48,142796.0,142796.0,142796.0
41495,6.03,6.03,6.03,431.0,431.0,431.0
41496,6.31,6.31,6.31,2608.0,2608.0,2608.0
41499,6.869999999999999,7.35,6.39,1785.5,2931.0,640.0
41511,8.030000000000001,8.07,7.99,798304.5,1314178.0,282431.0
41514,7.23,7.23,7.23,182054.0,182054.0,182054.0
41521,7.53,7.53,7.53,24234.0,24234.0,24234.0
41535,6.845,7.35,6.34,1833.0,2931.0,735.0
41542,5.7,6.21,5.19,5331.0,10309.0,353.0
41547,5.75,5.75,5.75,816.0,816.0,816.0
41556,7.108,8.27,5.88,97554.4,529564.0,2070.0
41558,7.31,7.31,7.31,15048.0,15048.0,15048.0
41567,8.16,8.16,8.16,930681.0,930681.0,930681.0
41569,6.48,6.48,6.48,965.0,965.0,965.0
41573,8.219999999999999,8.24,8.2,1631893.5,2380325.0,883462.0
41574,7.29,7.29,7.29,232497.0,232497.0,232497.0
41587,7.68,8.53,5.99,1926329.6,3430848.0,913270.0
41595,6.58,6.58,6.58,190118.0,190118.0,190118.0
41611,7.6370000000000005,8.47,7.17,401286.1818181818,1632879.0,454.0
41619,7.667666666666666,8.62,6.54,1132357.0,4230312.0,142195.0
41623,7.021666666666667,7.9,6.32,601067.0,1713019.0,48945.0
41630,7.27,7.27,7.27,2305.0,2305.0,2305.0
41688,6.305,6.68,5.93,1632.5,1926.0,1339.0
41694,7.421666666666667,8.26,6.34,279573.8333333333,685423.0,76487.0
41710,7.337692307692308,8.26,5.68,830524.9230769231,3232300.0,83263.0
41739,5.79,5.79,5.79,341.0,341.0,341.0
41744,5.81,5.81,5.81,298.0,298.0,298.0
41750,6.43,6.43,6.43,21291.0,21291.0,21291.0
41759,6.3,6.3,6.3,2055.0,2055.0,2055.0
41762,7.147142857142858,7.55,6.7,179442.42857142858,685423.0,8741.0
41764,7.88,7.88,7.88,6655.0,6655.0,6655.0
41783,7.251875,8.44,5.8,257651.0,870223.0,20609.0
41793,6.78,6.78,6.78,39665.0,39665.0,39665.0
41794,6.6933333333333325,6.9,6.54,9476.333333333334,11126.0,6754.0
41797,4.95,4.95,4.95,10347.0,10347.0,10347.0
41806,6.83,7.09,6.57,6097.0,7997.0,4197.0
41812,6.682857142857143,7.45,5.62,285922.78571428574,788852.0,74761.0
41824,6.9,6.9,6.9,11091.0,11091.0,11091.0
41833,7.473333333333334,8.93,5.85,471317.90476190473,2984661.0,18965.0
41834,6.78,7.42,5.84,139125.25,255897.0,76746.0
41842,8.08,8.08,8.08,336548.0,336548.0,336548.0
41848,7.133333333333333,8.09,6.32,542079.3333333334,2096852.0,6707.0
41853,6.86,6.86,6.86,6441.0,6441.0,6441.0
41877,7.521428571428571,8.77,6.86,305614.625,1977969.0,542.0
41884,7.24,7.24,7.24,3818.0,3818.0,3818.0
41899,6.775714285714285,8.13,5.85,686422.380952381,2096852.0,43791.0
41902,8.16,8.16,8.16,928332.0,928332.0,928332.0
41911,6.876,7.87,5.99,394293.0,913270.0,6654.0
41915,6.12,6.12,6.12,20599.0,20599.0,20599.0
41916,6.83,7.21,6.22,141419.25,286057.0,2995.0
41923,7.95235294117647,8.93,7.02,536591.4117647059,3323322.0,2630.0
41930,7.6911538461538465,8.93,6.64,876056.9615384615,4170767.0,27229.0
41939,6.74,6.74,6.74,919.0,919.0,919.0
41946,6.618571428571428,8.26,5.51,660399.5714285715,1892449.0,7560.0
42004,6.3,6.3,6.3,49739.0,49739.0,49739.0
42015,4.8100000000000005,5.12,4.5,653.5,831.0,476.0
42030,8.38,8.38,8.38,1372633.0,1372633.0,1372633.0
42031,6.79,6.79,6.79,11457.0,11457.0,11457.0
42044,5.73,5.73,5.73,4369.0,4369.0,4369.0
42048,7.24,7.24,7.24,157621.0,157621.0,157621.0
42057,6.6,6.6,6.6,2631.0,2631.0,2631.0
42072,6.876666666666666,7.12,6.56,184327.0,199785.0,170981.0
42076,7.196666666666666,7.88,6.58,38220.0,107258.0,747.0
42106,8.09,8.5,7.68,12796.0,18888.0,6704.0
42111,8.93,8.93,8.93,1129214.0,1129214.0,1129214.0
42121,6.123333333333334,7.59,4.8,3498.3333333333335,6496.0,371.0
42128,5.98,5.98,5.98,14808.0,14808.0,14808.0
42132,6.33,6.33,6.33,2293.0,2293.0,2293.0
42141,5.69,5.69,5.69,5904.0,5904.0,5904.0
42143,7.446000000000001,8.23,6.9,296743.4,695608.0,6189.0
42156,7.13,7.13,7.13,107258.0,107258.0,107258.0
42161,7.123333333333332,7.52,6.76,32114.5,97501.0,183.0
42168,4.56,4.56,4.56,484.0,484.0,484.0
42187,7.340000000000001,7.53,7.24,7344.0,17587.0,3433.0
42192,7.668461538461538,9.1,5.64,910830.7692307692,3576199.0,1265.0
42199,6.210000000000001,6.23,6.19,315.0,381.0,249.0
42203,8.536,9.07,8.16,1423123.4,2737090.0,512557.0
42205,7.835,9.03,6.61,1155772.6666666667,3080867.0,79089.0
42206,7.78,7.78,7.78,141021.0,141021.0,141021.0
42211,5.97,5.97,5.97,718.0,718.0,718.0
42220,5.8225,6.05,5.64,5221.5,12016.0,1886.0
42223,6.055,6.29,5.82,7530.0,7662.0,7398.0
42249,7.788653846153846,9.07,6.34,752862.8269230769,3212739.0,2631.0
42250,7.195,7.22,7.17,193208.5,281267.0,105150.0
42260,5.9875,6.99,4.73,40031.75,115573.0,7012.0
42264,6.46,6.46,6.46,29031.0,29031.0,29031.0
42266,7.6450000000000005,8.06,7.23,7829.5,11622.0,4037.0
42267,7.720000000000001,7.94,7.5,12586.5,21803.0,3370.0
42272,5.45,5.45,5.45,307.0,307.0,307.0
42275,4.85,4.85,4.85,373.0,373.0,373.0
42282,7.4625,8.21,6.32,430372.0,916323.0,140633.0
42284,7.381,8.14,6.44,183492.6,864048.0,1418.0
42285,6.18,6.18,6.18,713.0,713.0,713.0
42290,7.2,7.2,7.2,1764293.0,1764293.0,1764293.0
42295,7.9,8.65,7.15,486956.5,884396.0,89517.0
42307,7.257333333333333,9.07,3.28,621675.4074074074,2880058.0,1401.0
42310,7.759661016949153,9.02,5.72,771468.3728813559,4230312.0,22061.0
42321,7.36,7.36,7.36,196243.0,196243.0,196243.0
42324,5.8,5.8,5.8,15779.0,15779.0,15779.0
42340,7.454666666666667,8.64,6.55,631361.7333333333,2513139.0,3753.0
42351,7.498888888888889,8.04,6.9,626931.5,2318129.0,117900.0
42361,7.425,8.68,6.27,621587.28125,2318129.0,64017.0
42385,6.88,6.88,6.88,1061953.0,1061953.0,1061953.0
42395,7.364,8.78,5.29,534987.8,2115206.0,18224.0
42414,6.38,6.38,6.38,42014.0,42014.0,42014.0
42429,7.295,7.68,6.91,38089.5,52587.0,23592.0
42481,7.1625,8.19,5.66,499259.5,1559915.0,15973.0
42488,7.1625,7.79,6.31,240220.25,934308.0,841.0
42500,6.05,6.05,6.05,439.5,600.0,279.0
42501,6.950000000000001,8.21,5.69,127060.5,252985.0,1136.0
42514,6.63,8.01,5.25,11365.0,18991.0,3739.0
42517,6.3,6.3,6.3,30693.0,30693.0,30693.0
42526,6.14,6.14,6.14,198.0,198.0,198.0
42544,7.588947368421053,8.73,6.04,536149.8947368421,2581334.0,7170.0
42568,7.360714285714286,8.5,5.42,295727.14285714284,1105066.0,45739.0
42571,5.628,6.59,4.45,70617.2,134383.0,34535.0
42587,6.7,6.7,6.7,1546.0,1546.0,1546.0
42590,7.95,8.64,7.16,491337.4375,2359308.0,10311.0
42591,6.096666666666667,6.29,5.92,10334.0,12582.0,8880.0
42625,8.035599999999999,9.03,6.32,1202789.48,3430848.0,33067.0
42627,7.62,7.82,7.42,1083892.5,1205766.0,962019.0
42632,7.4575,7.57,7.33,401674.75,768429.0,67567.0
42640,8.41,8.41,8.41,1208732.0,1208732.0,1208732.0
42653,8.55,8.55,8.55,785021.0,785021.0,785021.0
42658,5.83,5.83,5.83,804.0,804.0,804.0
42668,7.76111111111111,8.37,7.17,322768.77777777775,934051.0,4342.0
42670,7.62,8.24,7.0,897129.0,1615298.0,178960.0
42697,5.24,5.4,5.08,797.6666666666666,1602.0,268.0
42698,4.96,4.96,4.96,584.0,584.0,584.0
42714,5.94,6.61,5.57,30298.666666666668,62583.0,7661.0
42737,7.506666666666667,8.55,6.56,300385.6666666667,785021.0,1874.0
42756,6.99,6.99,6.99,19318.0,19318.0,19318.0
42757,6.17,6.17,6.17,5533.0,5533.0,5533.0
42774,7.675000000000001,8.15,7.2,137160.0,245245.0,29075.0
42783,7.84,8.36,7.32,242713.0,424204.0,61222.0
42801,5.65,5.65,5.65,934.0,934.0,934.0
42807,4.99,4.99,4.99,564.0,564.0,564.0
42808,7.29,7.29,7.29,122320.0,122320.0,122320.0
42820,6.426666666666667,7.6,5.1,25313.833333333332,85399.0,626.0
42822,7.457894736842104,8.65,6.01,416448.94736842107,2247855.0,2258.0
42825,7.42,7.42,7.42,792847.0,792847.0,792847.0
42826,7.395714285714285,9.29,5.49,334764.89285714284,1223219.0,25101.0
42836,4.763333333333333,8.1,2.43,144848.16666666666,863004.0,230.0
42844,5.56,5.56,5.56,393.0,393.0,393.0
42845,5.75,5.99,5.51,495.0,779.0,211.0
42847,7.619,8.38,6.7,305800.1,1006044.0,85915.0
42855,6.12,6.12,6.12,3194.0,3194.0,3194.0
42865,5.295,6.39,4.2,66353.0,131587.0,1119.0
42883,6.026666666666666,7.28,3.81,86311.33333333333,125285.0,18076.0
42892,7.8325,9.02,5.63,693625.75,2401830.0,63200.0
42897,7.6848936170212765,8.97,6.15,704939.3085106383,2942216.0,17988.0
42899,7.79,7.79,7.79,467378.0,934308.0,448.0
42910,6.42,6.45,6.39,1132.0,1624.0,640.0
42913,6.615,6.63,6.6,8164.0,8714.0,7614.0
42919,7.73,7.73,7.73,53098.0,53098.0,53098.0
42923,7.522352941176471,8.62,5.86,451225.7254901961,2115206.0,6000.0
42935,8.2,8.27,8.13,412753.0,464892.0,360614.0
42938,8.23857142857143,8.93,7.69,889934.1428571428,2359308.0,26246.0
42940,8.195,8.83,7.76,625113.5,1319137.0,124299.0
42941,8.93,8.93,8.93,1258509.0,1258509.0,1258509.0
42946,7.27,7.27,7.27,119727.0,119727.0,119727.0
42962,7.23,7.45,7.01,250691.0,321197.0,180185.0
42963,7.01,7.01,7.01,119397.0,119397.0,119397.0
42981,7.26,8.15,6.37,55155.0,58281.0,52029.0
42984,7.1530000000000005,8.31,4.48,41559.545454545456,326703.0,188.0
42989,7.55,7.55,7.55,685423.0,685423.0,685423.0
42990,5.77,5.85,5.69,70186.0,100869.0,39503.0
42995,4.5,4.5,4.5,831.0,831.0,831.0
43001,7.890000000000001,8.15,7.63,125267.5,192254.0,58281.0
43007,7.5280000000000005,8.23,6.52,1143791.3,2318129.0,411272.0
43020,5.486666666666667,6.35,4.98,1656.6666666666667,2832.0,630.0
43218,6.17,6.17,6.17,3328.0,3328.0,3328.0
43229,7.215,9.07,6.41,771102.0,2737090.0,4979.0
43273,5.68,5.68,5.68,1005.0,1005.0,1005.0
43292,,,,114.0,114.0,114.0
43299,7.632025316455696,8.93,5.88,632570.1518987342,2525565.0,3628.0
43325,7.953,8.89,6.74,1264172.7,4170767.0,166712.0
43349,6.1933333333333325,6.88,5.4,13374.0,47291.0,5213.0
43352,5.42,5.42,5.42,388.0,388.0,388.0
43369,5.69,5.69,5.69,299.0,299.0,299.0
43387,7.63,8.77,6.49,1000852.5,1977969.0,23736.0
43417,5.36,5.36,5.36,529.0,529.0,529.0
43435,7.79,7.79,7.79,934308.0,934308.0,934308.0
43439,7.817241379310345,8.69,6.96,669113.7931034482,2101091.0,98294.0
43466,6.6850000000000005,6.83,6.54,10657.0,11126.0,10188.0
43467,6.303333333333334,6.9,5.92,9286.0,11786.0,7192.0
43508,6.046666666666667,7.19,5.33,1358.3333333333333,3345.0,217.0
43523,7.183333333333334,8.34,5.48,612737.4666666667,2096852.0,76656.0
43544,5.14,5.14,5.14,442.0,442.0,442.0
43591,7.41,7.41,7.41,73814.0,73814.0,73814.0
43608,7.825833333333333,8.22,7.27,877795.5,2318129.0,272583.0
43626,7.5,7.5,7.5,3370.0,3370.0,3370.0
43690,7.211538461538462,8.18,6.66,673898.4615384615,2100581.0,22620.0
43691,7.532727272727272,8.55,6.44,250477.5909090909,977740.0,6454.0
43692,7.687222222222222,8.93,5.92,536627.9444444445,3430848.0,16391.0
43693,7.493333333333333,8.1,6.89,144120.66666666666,322820.0,49473.0
43697,7.322,8.77,3.82,698781.0,3323322.0,2086.0
43704,5.01,5.01,5.01,624.0,624.0,624.0
43735,7.205555555555555,8.27,6.51,107735.55555555556,464892.0,12280.0
43745,5.336666666666667,5.82,4.79,4046.0,6422.0,503.0
43746,,,,119.0,119.0,119.0
43751,6.28,7.2,5.36,11638.0,18608.0,4668.0
43755,7.743333333333333,8.23,7.5,169427.0,282535.0,21996.0
43756,7.435333333333333,8.43,6.08,410668.8,2115206.0,55374.0
43760,7.886363636363637,8.67,6.59,987485.7272727273,3323322.0,45354.0
43763,8.18,8.18,8.18,226139.0,226139.0,226139.0
43767,6.4325,8.25,2.88,480718.0,928332.0,85476.0
43771,7.69,7.69,7.69,77170.0,77170.0,77170.0
43775,5.555,5.58,5.53,650.0,817.0,483.0
43779,7.30125,8.83,6.35,611861.625,2942216.0,114262.0
43814,7.078571428571429,9.03,4.58,935021.9523809524,3080867.0,27596.0
43878,5.896666666666667,8.15,4.26,22933.0,58281.0,970.0
43879,5.7,5.97,5.19,3325.75,7892.0,734.0
43969,7.0274074074074075,8.19,5.51,623272.4444444445,2096852.0,68052.0
44037,6.96047619047619,8.21,5.96,313657.04761904763,1011721.0,25962.0
44040,7.39,8.01,6.77,10726.5,18991.0,2462.0
44041,8.18,8.18,8.18,1146558.0,1146558.0,1146558.0
44042,6.6046875,9.05,3.9,289420.125,1962199.0,223.0
44044,5.85,5.85,5.85,8561.0,8561.0,8561.0
44047,6.8075,7.31,5.74,10093.75,17587.0,1332.0
44055,7.798666666666666,8.29,6.93,503981.93333333335,1559915.0,54355.0
44059,6.331,8.67,2.43,113743.8,1345042.0,533.0
44061,8.42,8.42,8.42,3323322.0,3323322.0,3323322.0
44064,6.455,6.75,6.16,29493.0,52630.0,6356.0
44065,7.58,7.58,7.58,10459.0,10459.0,10459.0
44069,8.556666666666667,8.78,8.41,2103437.6666666665,3430848.0,1208732.0
44074,7.9239999999999995,9.07,6.44,1053316.2285714287,4170767.0,1072.0
44084,6.4799999999999995,7.37,6.02,2194.3333333333335,4022.0,239.0
44086,5.89,5.89,5.89,1806.0,1806.0,1806.0
44089,7.475,8.15,6.8,32441.0,58281.0,6601.0
44132,6.78,7.17,6.46,50921.2,105150.0,462.0
44133,6.46,6.46,6.46,40589.0,60057.0,21121.0
44141,7.483333333333333,7.61,7.41,219816.0,476928.0,74185.0
44191,7.132,7.86,6.33,61235.166666666664,191778.0,295.0
44192,7.3180000000000005,8.83,6.64,606039.8,2942216.0,7717.0
44194,6.88,6.88,6.88,11776.0,11776.0,11776.0
44196,8.115,8.46,7.77,136059.0,249653.0,22465.0
44203,6.793571428571428,8.34,5.48,631793.0,1718656.0,148042.0
44204,7.68,7.94,7.25,842991.3333333334,2273787.0,78611.0
44218,7.601111111111111,8.14,6.84,26960.444444444445,124438.0,1869.0
44221,7.62,7.62,7.62,55122.0,55122.0,55122.0
44225,8.25,8.25,8.25,1135281.0,1135281.0,1135281.0
44233,6.46,6.46,6.46,1072.0,1072.0,1072.0
44235,6.322857142857143,6.77,5.42,20484.0,73608.0,421.0
44248,7.725,7.87,7.58,113314.0,207266.0,19362.0
44270,6.45,7.04,5.98,11178.666666666666,14808.0,8731.0
44274,6.505,6.52,6.49,57874.0,102238.0,13510.0
44275,7.1175,7.41,6.79,157429.75,464672.0,42289.0
44276,7.423125,8.1,6.2,890127.125,3232300.0,195066.0
44345,5.92,5.92,5.92,505.0,505.0,505.0
44376,7.775,8.74,6.81,398398.5,730214.0,66583.0
44387,7.604285714285715,8.53,6.44,856511.2857142857,2880058.0,9818.0
44388,7.966666666666666,8.52,7.42,690600.0,1318273.0,139970.0
44390,6.145714285714285,7.57,2.01,276784.14285714284,627089.0,22267.0
44406,7.274545454545454,8.23,6.37,220428.66666666666,1032903.0,739.0
44407,6.979000000000001,8.31,6.23,71120.8,360614.0,381.0
44408,7.98,8.71,7.59,1122986.6666666667,2401830.0,447229.0
44410,7.375,8.07,6.39,97644.75,334150.0,1006.0
44412,6.75,6.75,6.75,948775.0,948775.0,948775.0
44511,7.587826086956523,8.99,3.28,1084032.2028985508,4230312.0,4312.0
44513,7.2620000000000005,8.26,6.36,509353.8,1892449.0,2150.0
44516,7.828888888888888,8.93,6.96,1151003.111111111,2525565.0,138354.0
44524,6.833333333333333,8.09,6.07,672648.0833333334,2096852.0,125543.0
44583,5.3,5.3,5.3,39286.0,39286.0,39286.0
44632,6.12,6.12,6.12,2186.0,2186.0,2186.0
44775,5.48,5.48,5.48,892.0,892.0,892.0
44776,6.986666666666667,8.38,5.92,376189.0,1372633.0,191.0
44807,7.39,8.38,6.29,240682.27272727274,589480.0,2055.0
44829,5.43,5.43,5.43,328.0,528.0,128.0
44867,,,,146.0,146.0,146.0
44881,6.52,6.52,6.52,324016.0,324016.0,324016.0
44940,8.14,8.14,8.14,1831877.0,1831877.0,1831877.0
44942,7.470666666666667,8.71,6.27,662727.5333333333,1793398.0,15605.0
44961,7.281666666666666,8.62,5.82,881011.1111111111,4170767.0,20599.0
45052,6.01,6.01,6.01,5848.0,5848.0,5848.0
45053,7.76,7.76,7.76,482044.0,482044.0,482044.0
45055,7.578571428571429,8.4,6.57,474541.14285714284,1877970.0,8196.0
45147,6.43,6.43,6.43,6100.0,6100.0,6100.0
45196,7.047142857142857,7.94,6.22,49871.142857142855,286057.0,1790.0
45425,7.601904761904761,8.74,6.54,379345.2380952381,2359308.0,47481.0
45556,8.93,8.93,8.93,1129214.0,1129214.0,1129214.0
45560,7.744,8.42,6.9,808253.0,1831877.0,278063.0
45572,7.745,7.84,7.65,1023055.0,1408179.0,637931.0
45576,8.0525,9.29,7.14,834828.0,1586597.0,272111.0
45577,8.795,8.94,8.57,753167.5,1293807.0,429216.0
45582,,,,261.0,261.0,261.0
45583,5.08,5.08,5.08,325.0,325.0,325.0
45587,6.798,7.29,6.45,101339.6,232497.0,12425.0
45607,6.045,6.15,5.94,2171.0,4703.0,125.0
45613,7.527200000000001,8.22,6.15,546944.32,2100581.0,76186.0
45620,7.74,8.28,7.35,140445.5,318942.0,4412.0
45643,7.49,7.49,7.49,2169.0,2169.0,2169.0
45653,7.4525,8.62,6.57,519003.875,1453073.0,76878.0
45665,7.2837499999999995,8.38,6.18,402100.375,1372633.0,86465.0
45782,7.473333333333334,7.74,6.95,14603.0,24010.0,6455.0
45783,6.67,6.67,6.67,90666.0,90666.0,90666.0
45961,6.17,6.37,5.97,31281.5,52029.0,10534.0
46093,7.634090909090909,8.5,6.74,330175.36363636365,689923.0,45739.0
46095,7.721014492753623,9.29,6.2,702524.7536231884,4230312.0,16698.0
46102,7.739565217391304,8.89,5.31,635286.2173913043,2380325.0,1973.0
46118,7.615,8.0,7.23,354417.0,612865.0,95969.0
46190,6.37,6.37,6.37,652.0,652.0,652.0
46352,7.93,8.74,6.54,435981.675,1933489.0,37442.0
46422,7.586875,8.21,6.61,416770.6875,994777.0,49862.0
46471,7.598571428571428,8.2,6.41,729192.1428571428,2984661.0,19881.0
46569,7.850625,9.03,5.47,1359701.25,4230312.0,63816.0
46587,7.55,7.55,7.55,685423.0,685423.0,685423.0
46604,6.601111111111111,7.54,4.26,163108.55555555556,326177.0,5875.0
46639,6.72,6.72,6.72,2267.0,2267.0,2267.0
46654,,,,,,
46924,6.515000000000001,6.53,6.5,1188.5,1420.0,957.0
46985,6.9944444444444445,8.34,5.76,634832.5555555555,2096852.0,87553.0
47005,5.65,5.65,5.65,934.0,934.0,934.0
47044,7.31,7.31,7.31,17587.0,17587.0,17587.0
47159,7.6175,8.4,7.09,691539.75,2096852.0,83263.0
47160,8.06,8.06,8.06,264849.0,264849.0,264849.0
47161,6.96304347826087,8.13,5.48,349491.82608695654,1586597.0,3433.0
47162,7.562666666666667,8.38,6.59,683709.4666666667,2380325.0,58394.0
47163,7.340000000000001,8.13,6.43,597451.0,1586597.0,225147.0
47164,8.6,8.6,8.6,515227.0,515227.0,515227.0
47194,7.802608695652174,9.07,5.49,889144.7608695652,4230312.0,61916.0
47250,7.3725,8.56,6.15,819903.0833333334,4230312.0,47289.0
47257,7.565625,8.26,6.57,565551.125,1250744.0,25495.0
47307,5.755,7.36,4.55,2052.0,2901.0,272.0
47391,7.13,7.13,7.13,54336.0,54336.0,54336.0
47402,6.705,7.35,6.06,1628.5,2931.0,326.0
47405,7.805000000000001,8.14,7.41,165097.25,609702.0,7540.0
47426,7.81,8.12,7.5,1121780.0,1720151.0,523409.0
47548,,,,230.0,230.0,230.0
47591,7.12,7.12,7.12,199785.0,199785.0,199785.0
47614,7.2,7.78,6.62,70847.0,141021.0,673.0
47616,6.715,7.13,6.3,25221.5,27014.0,23429.0
47638,4.9399999999999995,5.45,4.43,529.5,771.0,288.0
47639,6.934375,8.38,5.91,331255.6875,1372633.0,24095.0
47778,7.7825,8.93,5.72,1082643.25,2880058.0,70967.0
47790,7.458611111111111,8.34,6.2,756508.0833333334,2513139.0,33121.0
47792,5.933333333333333,6.18,5.52,16482.0,36129.0,5909.0
47794,8.145000000000001,8.72,7.19,709000.8333333334,1878751.0,3751.0
47904,6.59,8.31,5.55,5172.666666666667,30580.0,238.0
47913,4.74,4.74,4.74,546.0,546.0,546.0
47917,7.804788732394366,8.64,6.6,443698.23943661974,2359308.0,2683.0
48006,6.26,6.26,6.26,4705.0,4705.0,4705.0
48023,,,,268.0,268.0,268.0
48067,,,,221.0,221.0,221.0
48097,7.31,7.31,7.31,17587.0,17587.0,17587.0
48171,7.826842105263158,8.93,6.17,811083.2105263158,2942216.0,20434.0
48177,7.095,7.31,6.88,87491.5,95189.0,79794.0
48219,6.66,6.66,6.66,4055.0,4055.0,4055.0
48220,8.36,8.36,8.36,1962199.0,1962199.0,1962199.0
48239,7.227857142857142,8.47,6.33,705811.4285714285,2096852.0,139168.0
48252,7.07,8.64,6.01,115092.88888888889,489086.0,2256.0
48305,8.93,8.93,8.93,2525565.0,2525565.0,2525565.0
48316,7.483174603174603,8.71,6.1,734877.4603174604,3430848.0,46636.0
48335,6.77,6.77,6.77,2462.0,2462.0,2462.0
48343,7.23,7.85,6.76,165899.5,666459.0,1341.0
48363,6.925,7.86,5.85,271233.5,1105066.0,43791.0
48369,7.86,7.86,7.86,388079.0,388079.0,388079.0
48377,5.71,5.71,5.71,3180.0,3180.0,3180.0
48405,7.63,8.26,6.32,478138.0,994777.0,48920.0
48406,7.492857142857143,8.43,6.08,429771.0,2115206.0,46601.0
48413,7.675,8.44,6.91,908688.0,1794468.0,22908.0
48414,7.8668,8.64,6.33,851808.48,4230312.0,80466.0
48415,7.03,8.34,6.11,569726.5384615385,1504797.0,209688.0
48417,7.647391304347827,8.64,6.3,447130.9166666667,1713019.0,27014.0
48418,7.744761904761904,8.64,6.3,459440.2727272727,1713019.0,27014.0
48420,6.710000000000001,7.19,5.78,1314.5,2350.0,282.0
48425,6.925000000000001,7.23,6.71,37141.5,55951.0,13376.0
48426,8.16,8.16,8.16,208058.0,208058.0,208058.0
48432,5.968,8.15,4.26,14301.0,58281.0,970.0
48441,7.76,7.96,7.56,571664.0,1007259.0,136069.0
48450,6.835,7.35,6.32,20206.0,35195.0,5217.0
48453,7.815454545454545,8.62,6.81,658967.3636363636,3212739.0,43392.0
48466,6.783333333333334,7.38,6.3,201306.66666666666,531632.0,23114.0
48468,7.455,7.95,6.96,20826.5,27353.0,14300.0
48470,7.869999999999999,8.53,7.21,1740495.0,2880058.0,600932.0
48471,7.461666666666667,8.48,6.32,327031.0,1007259.0,10370.0
48483,7.654,8.73,5.49,830018.4333333333,2880058.0,23207.0
48488,7.454545454545454,9.07,5.15,847365.0,2737090.0,93088.0
48492,7.2325,8.71,6.02,653214.375,1653797.0,20599.0
48513,6.275,6.54,6.01,9845.0,11126.0,8564.0
48537,7.62,7.62,7.62,55122.0,55122.0,55122.0
48538,5.92,5.92,5.92,505.0,505.0,505.0
48542,7.344666666666667,8.27,6.54,239553.8,1105066.0,20363.0
48553,7.729523809523809,8.5,6.59,397382.0,1105066.0,30163.0
48554,5.89,5.89,5.89,387.0,387.0,387.0
48556,7.285,8.53,5.4,744765.90625,2880058.0,20190.0
48561,7.756666666666667,8.36,7.17,1111054.0,1962199.0,129702.0
48567,6.79,8.09,5.65,85777.85714285714,221549.0,6053.0
48569,7.958333333333333,8.91,6.91,1174956.0833333333,4230312.0,125084.0
48570,6.56,6.56,6.56,12846.0,12846.0,12846.0
48577,7.59,7.72,7.46,97346.0,151649.0,43043.0
48580,7.663846153846153,9.1,5.18,834330.8846153846,3576199.0,51752.0
48582,7.9,7.9,7.9,11606.0,11606.0,11606.0
48583,8.394375,9.1,7.28,1869215.25,4170767.0,350634.0
48585,7.66,8.2,7.12,290581.5,450476.0,130687.0
48586,,,,304.0,304.0,304.0
48612,6.824999999999999,7.55,6.1,44194.5,83263.0,5126.0
48614,7.445,8.16,6.73,165467.0,208058.0,122876.0
48617,6.19,6.19,6.19,2929.0,2929.0,2929.0
48624,7.68,7.68,7.68,59073.0,59073.0,59073.0
48626,7.1,7.26,6.94,26618.0,31600.0,21636.0
48633,7.242999999999999,8.04,6.26,944254.9,2513139.0,97922.0
48641,6.333333333333333,7.85,5.18,261213.0,367633.0,108955.0
48643,7.242222222222223,8.48,6.5,474306.3888888889,3430848.0,3927.0
48644,7.054444444444445,8.03,6.25,613385.6666666666,1812885.0,34722.0
48649,6.797142857142857,7.83,5.76,102744.57142857143,318454.0,1855.0
48651,7.03,7.03,7.03,9620.0,9620.0,9620.0
48653,7.441666666666666,8.93,6.17,422926.0,2525565.0,338.0
48661,7.375,8.46,5.78,705162.125,1993223.0,84196.0
48673,5.4,5.4,5.4,2227.0,2227.0,2227.0
48675,7.1499999999999995,8.4,6.42,724816.5555555555,2318129.0,2666.0
48680,5.216666666666666,6.71,2.88,132276.33333333334,185138.0,85476.0
48684,8.023333333333333,8.46,7.67,96239.0,249653.0,5943.0
48702,7.930625,8.64,7.2,511052.4375,2359308.0,77170.0
48707,8.41,8.41,8.41,1208732.0,1208732.0,1208732.0
48709,4.486666666666667,6.03,2.43,1994.3333333333333,2914.0,371.0
48727,7.656666666666666,8.69,7.09,376785.77777777775,1933489.0,20434.0
48736,7.507954545454546,8.74,5.75,597493.8181818182,1877970.0,13959.0
48742,7.280909090909091,8.93,5.71,300069.7272727273,1528892.0,1926.0
48753,7.415333333333334,8.22,6.68,508256.6666666667,1632879.0,81713.0
48755,7.47,7.68,7.26,28771.5,31600.0,25943.0
48759,7.356,7.86,6.82,131259.6,388079.0,2513.0
48760,7.266666666666667,8.07,6.41,568379.5,1713019.0,9285.0
48761,7.348666666666667,8.34,6.18,665568.0666666667,2380325.0,69814.0
